ID,Text,Label,,,,,,,,
1924640936405135520,"[USER] Cowok2 yg gak terima rata2 punya mindset ""wanita gak bisa hamil = cacat, wanita gak mau hamil = egois."" Bersenjatakan kodrat dan salah 1 tjuan nikah adalah keturunan. Padahal solusinya mereka tinggal cari wanita yang sesuai kriteria dia aja kan? Toh katanya laki2 menang milih 😅",Non-Misogyny,,,,,,,,
1924385579632038065,"[USER] [USER] Ada yg bilang, vasektomi nggak bisa crot lah, gairah berkurang lah... Lu pikir KB hormon buat cwek kagak begitu?? Klo mau diharamkan, hrsnya KB buat perempuan jg, kan merubah kodrat wanita (yg harusnya mens teratur jadi nggak). Bahkan efeknya lebih menyakitkan drpd vasektomi",Non-Misogyny,,,,,,,,
1924125440534544746,"[USER] [USER] Jadi, stop gegayaan seperti itu, melahirkan adalah kodrat normal wanita, suaminya pun ttp berkewajiban mencintainya tulus dg segala keadaan fisiknya tanpa perlu ""dipaksa"" mempercayai sesuatu yg secara fakta tidak mngkin.",Benevolent Misogyny,,,,,,,,
1923334024220840163,"[USER] maaf ya kak sebenarnya aku juga ga berekspektasi bakal rame dan lewat ke tl kalian yang bersyukur dengan kodrat nya aku sebenarnya juga pngn balik ke kodrat ku sebagai pria yang mencintai wanita tapi ,butt jangan jadikan aku seperti org yang paling najis ya🙏",Non-Misogyny,,,,,,,,
1923253782038687764,[USER] Manja itu kodrat wanita teh 🥰🤗,Benevolent Misogyny,,,,,,,,
1923194692423868852,"Banyak wanita lupa kalau Kodrat wanita di ciptakan hanya buat kepuasan laki-laki. Dan gambar ini yang menggambarkan seperti apa harusnya saya sebagai wanita, apa lagi istri. [URL]",Hostile Misogyny,,,,,,,,
1920987394871845284,"Liat bubble kedua dan bilang ""kodrat wanita"" langsung turn off. That's the biggest ick.",Non-Misogyny,,,,,,,,
1938331023525482545,"Ya kan gw cuma bilang penting nya sex edukasi untuk pencegahan pelecehan sexual / sex bebas. Gak ada konteks hubungan yang lu sebut diatas sebagai perbandingan, laki2 / perempuan nonton begituan karna ingin ngelampiasin masa hormon nya yang sudah tinggi. Pentinganya sex education sejak dini sepertimu ☺ Kodrat nya / hukum alam setiap manusia pasti begitu, kalau masalah lu tahan hawa nafsu segala macem ya itu urusan pribadi masing2. Kalau mau ceramah ba be bo, salah tempat kalau disini.",Non-Misogyny,,,,,,,,
1938084804341469305,[USER] mana ada kodrat perempuan ngasih pepek sembarangan ke laki???????,Non-Misogyny,,,,,,,,
1937891850825994480,"[USER] Iyaa sayang turun, klo semisal ad orang yg bilang b0*bs kmu kaya nenek2/kendor, plis baca ini. GAPAPA, jangan gundah galau merana bub, its okay itu kan udh kodrat kita sebagai perempuan. WAJAR BANGET PAYUDARA TURUN, karena yah isi nya lemak 😭",Non-Misogyny,,,,,,,,
1937877222414848383,"[USER] [USER] Itu kan kodrat aslinya tetep perempuan ya gapapa, kodrat laki ya tetep laki ah",Non-Misogyny,,,,,,,,
1937786502408274148,"[USER] [USER] Kodrat manusia itu berpasangan antara laki-laki dengan perempuan, bukan sesama jenisnya🤮udh menyimpang dari kodrat kok ngarep dianggep manusia🤮🤮🤮",Non-Misogyny,,,,,,,,
1937492998323068976,[USER] selagi “dulu” lu punya burung mah gw tetep anggep lu laki walaupun kesana kemari lu claim diri lu udah transpuan tulang panggul gabisa boong say mati skalipun lu tetep akan dikubur sesuai kodrat lu sebagai lelaki bukan sebagai perempuan,Non-Misogyny,,,,,,,,
1937454880492519830,"[USER] 🥲 padahal di tweet gue jelas lagi bela perempuan straight yang ikut kena imbasnya juga karna standar kodrat aneh. karna dengan logika yang sama, mereka jadi termasuk ke golongan “bukan perempuan” bagi mereka walaupun udah terlahir perempuan zzzz",Non-Misogyny,,,,,,,,
1937441863604273371,"Welp girlie, memang itu kodrat perempuan, but there must be misleading information. Kodrat yg dimaksud bukan krn semua perempuan bisa melakukan itu, melainkan hal itu hanya bisa dilakukan oleh perempuan n they still hv options [URL]",Non-Misogyny,,,,,,,,
1937431930154480042,"Serba salah anjir twitter ini. Menstruasi, hamil dan melahirkan itu kodrat perempuan jika dilihat dari sisi atau perspektif biologi 😅 bukan berarti lu harus wajib punya itu semua baru bisa dibilang perempuan tulen. Kalo kamu sakit dan gabisa punya 3 hal itu-",Non-Misogyny,,,,,,,,
1937404290018214184,"[USER] Ternyata byk yg salpah😔 Kalo kalian ga bisa mens, hamil &amp; melahirkan ya gapapa, itu ga ngubah fakta klo kalian perempuan. Tiga hal itu kodrat perempuan dlm perspektif biologis, aku cm notice yg nge-quote krn muak dikit2 dikaitkan ke Patriarki.",Non-Misogyny,,,,,,,,
1937388981458813308,"[USER] [USER] kodrat bukan berati semua perempuan harus merasakan mens, melahirkan, &amp; menyusui kan? 3 hal ini jadi kodrat perempuan krn laki"" ga bisa. di agama gue kodrat laki"" jadi pemimpin, cari nafkah dan hal itu bisa di lakukan oleh perempuan. ini bkn ttg boti / patriaki. ini ttg mindset.",Non-Misogyny,,,,,,,,
1937370274166628517,"[USER] beneran nanya kak, apa kebanyakan perempuan sekarang tuh seogah itu ya untuk melahirkan? jadinya pandangan nolak kodrat kyk gini banyak bermunculan",Benevolent Misogyny,,,,,,,,
1937368649918218519,"🤦‍♀️ the keyword is literally there ""MASIH MUTER"". memang kodrat perempuan itu mens, hamil, dan menyusui. TAPI kalo mereduksi perempuan cuma mampu melakukan 3 hal tersebut ya bener dong patriarki. gimana sih?",Non-Misogyny,,,,,,,,
1937359011051110705,"[USER] [USER] Bkn gitu kak, mens, hamil &amp; melahirkan itu cma kodrat perempuan dlm perspektif biologis kok, bkn kewajiban seorang perempuan hrs merasakan hal itu. Ini aku cm heran knp perempuan yg merasakan hal itu mlh disebut sbg bagian Sistem Patriarki dan seenaknya nyebut bkn manusia.",Non-Misogyny,,,,,,,,
1937351705966051684,"[USER] [USER] Ya kan? Hamil dan melahirkan itu kodrat, tapi mau dijalani atau enggak ya balik lagi ke pilihan masing2. Klo pola pikir si [USER] kyk gitu, bisa diartikan semua perempuan yg bangga krn bisa punya anak krn keinginan sendiri adlh bagian dari patriarki? Oh my god, dangkal bgt",Non-Misogyny,,,,,,,,
1937346444241129763,"[USER] itu 3 kodrat perempuan (mens - hamil, Melahirkan, menyusui) coba check IG [USER] dan FP Sentra Laktasi Muslimah untuk dapat ilmunya. Sedangkan kodrat Laki2 itu Al Qowwam, seperti: menjaga, menafkahi, melindungi, membina, melayani, memuliakan",Benevolent Misogyny,,,,,,,,
1937346334211879232,"[USER] ga gitu anjir. patriarki itu kan dimana laki ngerasa raja yg harus selalu dilayani dan tidak menghargai martabat perempuan. mens, hamil, menyusui mah emg udh fitrah perempuan tulen yg dikasih sama Pencipta. kalo lu lahir berpenis tbtb pengen jd cewek, kan lu melawan kodrat.",Non-Misogyny,,,,,,,,
1937339647123996786,"ada ya sjw bilang bahwa orang yang mendefinisikan perempuan menstruasi, melahirkan, dan menyusui itu sama saja melanggengkan patriarki. heh lo definisi patriarki aja ga tau sok-sokan jadi feminis. ga ada urusannya perempuan menstruasi sama patriarki. itu namanya fitrah, kodrat",Non-Misogyny,,,,,,,,
1937336257253900294,"[USER] Pdhl mba carl yg diquote itu cuma jelaskan “kodrat” perempuan, malah jelasin panjang2 entah konteks ke mana2. Bayangin anak toddler lo nanya “bedanya perempuan sama laki-laki itu apa?” Trs dijawab begini:",Non-Misogyny,,,,,,,,
1937335266160914493,"[USER] Mens, hamil, menyusui itu kn emg kodrat perempuan. Kok bisa2nya disebut sbg bagian Sistem Patriarki? Ga mungkin para cwo ngerasain 3 hal itu. Klo ngurus anak emg hrs dilakukan berdua, tp klo suami kerja itu ya jd tugas istri. Heran bgt skrng dikit2 patriaki.",Non-Misogyny,,,,,,,,
1937332888477032896,"patriarki itu menempatkan laki-laki sebagai tokoh yang memiliki otoritas lebih tinggi, memegang kekuasaan utama dan mendominasi dalam berbagai aspek kehidupan dibandingkan perempuan, sedangkan yg lu sebut itu kodrat, minimal bisa bedain lah kontol",Non-Misogyny,,,,,,,,
1937329283841819027,"bedain kodrat which is natural form sama social system, sistem patriarki mah pilihan, takdir, dan jebakan sementara mens, hamil, ngurus anak tuh emang kodratnya perempuan asli yang udah disetting Tuhan buat bakalan jadi calon 'ibu', meanwhile laki dan transpuan ga bisa punya itu [URL]",Non-Misogyny,,,,,,,,
1937326206606807239,"[USER] konsep patriarki bukan gtu dasar bego. patriarki adalah tempat dimana lelaki selalu ditempatkan di tempat tertinggi dan merendahkan perempuan. yg dia sebut itu fitrahnya, sebelum jd ibu minimal menstruasi kan? yaudah disitu aja. apakah itu merendahkan kodrat? GAK!",Non-Misogyny,,,,,,,,
1937324560170221972,"[USER] Menstruasi, hamil, menyusui itu bukan bagian dari sistem patriarki tapi kodrat seorang perempuan. 'Gift' atau kemuliaan yang hanya bisa dirasakan oleh perempuan. Soal definisi 'sebagai mesin pembuat anak' itu kesalahan dalam mempersepsikan atau memaknai ketiga kodrat tersebut",Non-Misogyny,,,,,,,,
1937323506745901515,"[USER] [USER] [USER] Ya abis kalau ada perempuan nggak mau punya anak dikata-katain, menyalahi kodrat, egois, dll dsb ... anggapan itu datang dr mana ... idk, salah satunya maybe dr pemikiran perempuan menikah pokoknya harus punya anak🤭 [[spt yg society gaung-lantangkan]]",Non-Misogyny,,,,,,,,
1937318741391573239,"[USER] Lo bahas gender tp tweet selanjutnya malah bahas perempuan dr sisi biologis. Gobloknya ga ketaker, jgn muter sana muter sini. Terima aja kalau kodrat perempuan dan laki2 itu beda, persetan sm gender ga jelas",Non-Misogyny,,,,,,,,
1937312936290333130,"Sejak kapan menstruasi, hamil, menyusui harus selalu dikaitkan menjadi mesin pembuat anak? Itu namanya kodrat manusia sebagai perempuan, hal yang udah ditakdirkan ada sejak cewek lahir 😂😂",Non-Misogyny,,,,,,,,
1937311053395951739,ITU NAMANYA KODRAT PEREMPUAN BUKAN PATRIARKI 😭😭😭,Non-Misogyny,,,,,,,,
1937310023157481822,"Selain urus anak, 4 lainnya itu emang kodrat perempuan dan keistimewaan perempuan, Najwa Shihab juga selalu tegaskan itu. Dan ini pilihan, kalau gak mau, yaudah. Semua hal selain 4 itu adalah tanggung jawab bersama, tidak terbatas gender.",Non-Misogyny,,,,,,,,
1937309627240378823,Itu kodrat perempuan goblok ga ada hubungannya sama patriaki. Shut the fuck up,Non-Misogyny,,,,,,,,
1937303969807884789,"Harus bisa bedain yang mana sistem patriaki sama kodrat perempuan, miris banget. Dari jaman elu jebot juga partriarki tuh sistem yg dibuat masyarakat buat mempersempit ruang perempuan berekspresi. menyusui, hamil itu hal biologis yg mana cwok gk bsa.",Non-Misogyny,,,,,,,,
1937300835366842770,Kodrat perempuan dibilang patriarki???????? Lagi pula siapa juga yg bilang perempuan menopause bukan perempuan seutuhnya? Perempuan yg punya kendala (penyakit) pun juga tetap disebut perempuan. Bukan yg jadi2an hasil manusia,Non-Misogyny,,,,,,,,
1937295692852265339,"yg ngaku-ngaku perempuan dan mendukung orang yg ngaku-ngaku perempuan boleh unfoll saya. lagibatuk makin sini makin bikin resah, udah salah secara kodrat, makin bikin masalah di masyarakat. hus pergi jauh-jauh, di jaman ini udah gaada nabi yang diutus buat ngurus kalian soalnya",Non-Misogyny,,,,,,,,
1937294843526676688,"Kok banyak sih muslim yang ngebelain laki-laki yang menyerupai perempuan untuk memasuki toilet perempuan? I mean, mereka menerima kodrat diri sendiri aja ga bisa, tapi berharap masyarakat menerima bentukan mereka yang aneh aneh 🤷🏻‍♀️🤷🏻‍♀️🤷🏻‍♀️",Non-Misogyny,,,,,,,,
1937286549315760149,"[USER] [USER] wkwk makannya, penjelasan dia di bbrp reply bagus ko, tp giliran ada yg ga setuju, langsung nyalahin kemampuan baca org. padahal jelas2 dia sendiri yg nyangkut pautin patriarki sama kodrat atau anugrah yg tuhan memang ciptakan buat perempuan. manusia aneh",Non-Misogyny,,,,,,,,
1937279115436105732,[USER] [USER] Kodrat lo sebagai perempuan lg di bela disini. Lo ga paham?,Non-Misogyny,,,,,,,,
1938062825622278355,"Okee hari ini mulai belajar masak, siap menjadi istri idaman mu wkwkw",Non-Misogyny,,,,,,,,
1937198046196191681,"[USER] [USER] Tapi jangan salah di era skrg banyak kok yg terlihat family man,rajin post disosmed dgn istri&amp;anak,terlihat harmonis,sosok suami idaman wanita pokoknya,tapi dibalik itu mereka masih bisa selingkuh sama laki.malahan public figure juga banyak yg bgitu.",Non-Misogyny,,,,,,,,
1936685331409162319,"gue bener” melting se meleleh melelehnya liat joss kaya gini, sebagai perempuan yang nanti bakalan jadi istri di masa depan bener” butuh spek joss wayar sebagai suami, lu semua liat se suami idaman ini woy😭 JOSSGAWIN FANDAY21 VIETNAM #JGFANDAYxVIETNAM [URL]",Non-Misogyny,,,,,,,,
1936671056489758740,Habis cosplay jadi istri idaman lagi di rumah mamas wkwkwk [URL],Non-Misogyny,,,,,,,,
1936213117576651063,teel ku sudah ramai senangnya lihat semua morning people begini ya subhanallove calon istri idaman bangtan 🥰,Non-Misogyny,,,,,,,,
1936032105152336277,"[USER] [USER] [USER] Sendernya pake kriteria istri idaman dari perspektif cowok pak. Nah 0 nya cowok emg soal ekonomi, tp ekonomi berdampak jg ke kemampuan ngerawat diri. Cowok kl ekonominya cukup pasti seenggaknya ke kang cukur yang bagus, rambutnya rapi, wangi krn bisa beli parfum, dll..",Non-Misogyny,,,,,,,,
1935020045408813385,[FOTS2 PDnim IG Updates] Part 2 Paling rajin deh sampe ngelap2 meja segala. Istri idaman siapa dulu 🫶🏻💙 [URL],Non-Misogyny,,,,,,,,
1934923354684969324,"[USER] sender habis nulis ini: gilss keren bgt gue, si paling berpengetahuan, pinter, keren, cool, asik, rajin menabung, calon istri idaman",Non-Misogyny,,,,,,,,
1934777079008252413,istri idaman? [URL] [URL],Non-Misogyny,,,,,,,,
1934519955531468842,"[USER] [USER] karena Cheeun emang tipe istri idaman 😭 pinter, kerjayanya bagus, pinter semuanya",Non-Misogyny,,,,,,,,
1934263858715406560,📁 Diajarin tante [URL] 📁 Istri idaman [URL] 📁 Modusnya [URL] 📁 Eks parkiran [URL] 📁 Tutup selimut [URL],Non-Misogyny,,,,,,,,
1934255393137635394,Hari ini full roleplay jadi istri idaman😴,Non-Misogyny,,,,,,,,
1934079787062227283,Istri idaman Paham apa yg dibutuhkan suami 😁 [URL],Benevolent Misogyny,,,,,,,,
1933739105743220923,Istri idaman [URL],Non-Misogyny,,,,,,,,
1933407784420127031,[nihao] Day 1 belajar menjadi istri idaman seidaman manman😍🫶🏻 (biar kalo ditanya sama weishao gak hah heh hoh) [URL],Non-Misogyny,,,,,,,,
1932948590990929951,Istri idaman salam islam #hadits [URL],Non-Misogyny,,,,,,,,
1932652959659405337,mode istri idaman [URL],Non-Misogyny,,,,,,,,
1932589927201714413,"Kalo ditanyaaa tipe idaman kamu kaya gimana? Singkatnya yang bucin istri kaya fabrian sama bara, yang kocak tapi sangat melindungi kaya dio, yang tenang dan selalu bikin adem kaya seno sama barat segara, yang love woa mentok kaya uta. Katakan aamiin katakan aamiin😇💖",Non-Misogyny,,,,,,,,
1931843848386589151,Jarang ada binor BO pekanbaru lipat kain sebinal istriku partner BO istri suka bgt hypernya binalnya istri diranjang bener bener istri idaman katanya Mas beesyukur py istri kaya gini kami langganan aja ya Mas susah cari istri kaya gini g takut mr.p gede kami dia Mas malah sukadia [URL],Non-Misogyny,,,,,,,,
1931501429140693044,"▶️ TIPS MENJADI ISTRI IDAMAN SUAMI 📡 Simak Kajian Selengkapnya: [URL] Menjadi istri yang baik bukan hanya soal melayani, tapi juga menciptakan suasana nyaman dan menyenangkan di rumah. Hal-hal kecil seperti kebersihan, kerapihan, dan penampilan ternyata sangat berpengaruh bagi keharmonisan rumah tangga. Coba bayangkan, nasi goreng saja kalau ditata cantik bisa lebih menggugah selera. Apalagi seorang istri yang memperhatikan penampilan dan kebersihan diri di depan suaminya. Kerapihan rumah, tubuh yang segar dan wangi, serta wajah yang berseri-seri adalah hal sederhana, tapi sangat berarti. Rasulullah صلى الله عليه وسلم bersabda kepada Umar bin Al-Khaththab radhiyallahu ‘anhu: أَلاَ أُخْبِرَكَ بِخَيْرٍ مَا يَكْنِزُ الْمَرْءُ، الْمَرْأَةُ الصَّالِحَةُ إِذَا نَظرَ إِلَيْهَا سَرَّتْهُ، وَإِذَا أَمَرَهَا أَطَاعَتْهُ، وَإِذَا غَابَ عَنْهَا حَفِظَتْهُ “Maukah aku beritakan kepadamu tentang sebaik-baik simpanan seorang lelaki, yaitu istri shalihah yang bila dipandang akan menyenangkannya, bila diperintah akan menaatinya, dan bila ia pergi si istri ini akan menjaga dirinya.” (HR Abu Daud: 1664. Al-Hafizh Abu Thahir mengatakan bahwa sanad hadits ini dhaif). Inilah standar istri idaman menurut yaitu menyenangkan, patuh, dan menjaga kehormatan diri serta rumah tangga. Menjadi istri idaman bukan soal sempurna, tapi soal usaha tulus untuk memperbaiki diri. Mulailah dari yang sederhana seperti jaga kebersihan, rawat diri, dan hadirkan suasana nyaman di rumah. Karena semua itu bagian dari ibadah dan bukti cinta yang nyata. Allahu Ta'ala a'lam bishawab. __ ♻️ Silahkan disebarluaskan 🚫 Dilarang menambah dan mengurangi isi poster/video ini tanpa izin #khalidbasalamah #khalidbasalamahofficial #ustadzkhalid #ustadzkhalidbasalamah",Benevolent Misogyny,,,,,,,,
1931211704295465108,Busett di tiktok isinya cewek cewek yang mau jadi istri jihoon semua😭😭😭 BENERAN TIPIKAL SUAMI IDAMAN SEMUA UMAT PARK JIHOON TUH,Non-Misogyny,,,,,,,,
1930595150566494358,"Dit adit... klo lu ga tolol dan ga ngarepin nana mulu, itu derana bakal jd istri idaman banget sumpah. Lu bakal tiap malem ndusel sambil elus-elus perut bini lu. Tp sayangnya lu tolol mampus 🤷‍♀️🤷‍♀️",Non-Misogyny,,,,,,,,
1930447707036103059,"nyokap marah marah bejir kalo anaknya kayak gini. gue pinjem duit abang gue aja dimarahin, waktu nyokap sakit abang gue dilarang pulang sama nyokap gue karena dah punya istri, pokoknya sebisa mungkin jangan ngerusuhin keluarga abang gue. damn, mamaku mertua idaman",Non-Misogyny,,,,,,,,
1930158739690271090,"[USER] Seruuu banget nder pas ongoing semuanya jadiin yihyun tahta tertinggi suami idaman, ada paguyuban istri kedua jung yihyun, kenapa istri kedua? karena istri pertamanya hanya mbak saebom seorang🥰 banyak juga yg jadi anaknya papi yihyun mami saebom wkwk foto prewed legend🤣 [URL]",Non-Misogyny,,,,,,,,
1930145519894245558,"[USER] Dulu ngikut waktu on going dan bikin ikjun turun tahta dri cowo kdrama idaman versi aku. Pdhl romance nya tipis bgt, tapi baper pwol sama yihyun, apalagi klo udh kepisah sama saebom trs pas ketemu lagi selalu nanya 'gwencana?' pokoknya pengen memastikan klo istri nya baik2 aja😭 [URL]",Non-Misogyny,,,,,,,,
1929786823053922391,"sebenernya aqeela emg nyapu, tp dirumahnya bareng sm tanrit.. soalnya diakan calon istri idaman",Non-Misogyny,,,,,,,,
1929477340632928519,Sungguh istri idaman suami🤭 #NontondiWeTV #WeTVIndonesia #ThePrisonerOfBeauty #SongZuer #LiuYuning [URL],Non-Misogyny,,,,,,,,
1928674716035801127,"Ya gimana chanhyung kagak senyum P*psodent. Dapet Jackpot dia di acara ini. Gebetannya, calon istri idaman korea saat ini😌🤭 [URL]",Non-Misogyny,,,,,,,,
1928276495224418512,[USER] Wahhh tampilan istri idaman sekali ya,Benevolent Misogyny,,,,,,,,
1927938797401972787,"""emang laki2 itu"" Bagi guwe itu maksudnya si laki itu, bukan laki2 yg lain.. Guwe laki, istri guwe malah bilang, pengen bayi lagi.. karena dia tahu, kl guwe ini laki2 idaman, perhatian sama anak2, dan urusan lainnya.",Non-Misogyny,,,,,,,,
1927937618597040433,[USER] Idaman banget istri nya,Non-Misogyny,,,,,,,,
1927045540396544219,"dari pov seorang istri, manman ini sebenernya layak diberi gelar sbg istri terbaik. terlepas mereka menikah krn dijodohkan utk kepentingan politik, tapi manman ttp menghargai wei shao sebagai suaminya. sedangkan ""menghargai"" ini salah satu poin penting dalam berumah tangga. artinya, manman ttp mengakui wei shao sebagai suaminya yg harus dilayani. manman juga punya sifat yang belum tentu perempuan lain bisa, apa? yup, SABAR. ga semua perempuan bisa sabar kek manman, bayangin aja pernah dibentak, dicurigai setiap saat, dicekik pdhl bukan kesalahan dia tp manman sabar. dia juga punya prinsip ""pantang ditindas"" terbukti dari dia langsung negur wei shao pas dia dituduh yg ngegores kotak kesayangan wei shao dan masalah pengangkatan selir. ada satu perilaku istri idaman yg manman tonjolin juga, yaitu ""menutupi aib suami"" waktu wei shao dijebak sama emaknya sendiri, manman lebih milih bilang ke neneknya wei shao kalo es yg diambil malem2 buat mengurangi rasa sakit dr luka wei shao. mungkin terkesan sepele, tp kalo sampe istri menutupi aib suami itu berarti penghormatan tertinggi dari seorang istri ke suaminya.",Benevolent Misogyny,,,,,,,,
1927032342113136713,"💙 gais yg udh nikah, pls spill menjadi istri yg sabar, tidak suka mengungkapkan keluh kesah kepada suami, intinya TIPS MENJADI ISTRI IDAMAN!!! PLS capek gue kesabaran gue tipis bgt",Benevolent Misogyny,,,,,,,,
1926595174714441831,"secara gak sadar harry manggil tante rita buat mindahin aqeela ke sofa, cowo idaman banget please😭 HARRY DAN CALON ISTRI 174 #HQ_AGZEPS174 #AsmaraGenZSolid174 #HARQEEL",Non-Misogyny,,,,,,,,
1926592424131908055,Harry beneran idaman banget bjirrr 😭😭 Gamau masuk kamar aqeela HARRY DAN CALON ISTRI 174 #HQ_AGZEPS174 #AsmaraGenZSolid174 #HARQEEL,Non-Misogyny,,,,,,,,
1926587024212885505,harry dalam hati bilang “emang istri idaman banget calon istri gue ini” HARRY DAN CALON ISTRI 174 #HQ_AGZEPS174 #AsmaraGenZSolid174 #HARQEEL [URL],Non-Misogyny,,,,,,,,
1926586468962533732,“Aku akan temenin kamu sampai kamu ngantuk.” ALAHHH HARRY😫😫😫 tau aja calon istrimu butuh kamu banget...duh mantu idaman bgt🙂‍↕️ HARRY DAN CALON ISTRI 174 #HQ_AGZEPS174 #AsmaraGenZSolid174 #HARQEEL [URL],Non-Misogyny,,,,,,,,
1926584479461564439,"Nonton sambil cengar-cengir ""Mau dibikinin apa?"" Istri idaman banget qeel HARRY DAN CALON ISTRI 174 #HQ_AGZEPS174 #HARQEEL",Non-Misogyny,,,,,,,,
1926584447501017222,Istri idaman siapin teh HANGAT untuk calon suami HARRY DAN CALON ISTRI 174 #HQ_AGZEPS174 #AsmaraGenZSolid174 #HARQEEL,Non-Misogyny,,,,,,,,
1939742122011500841,"Untuk Ibu Nonny Padja, Wanita Elang dari NTT yang luar biasa, 🦅❤️ Cerita yang Ibu bagikan benar-benar menggugah hati saya. Sebuah analogi yang begitu kuat, indah, dan dalam maknanya. 🖤 Gagak-gagak hitam itu akan selalu ada—mengganggu, mencemooh, dan mencoba menjatuhkan. Namun seperti Elang sejati, kita tidak perlu membalas mereka. Cukup terbang lebih tinggi. Karena di ketinggian visi dan perjuangan, mereka takkan bisa bertahan. Mereka tidak punya napas untuk melangkah sejauh keyakinan kita. Terima kasih, Ibu Nonny, sudah selalu menjadi pengobar semangat bagi kami semua. Kisah ini adalah bahan bakar bagi jiwa-jiwa pejuang GCV yang sedang mendaki langit masa depan. 🦅🔥 Kita adalah Elang. Dan langit kita... adalah dunia baru yang sedang kita bangun bersama Pi dan GCV. Tidak ada yang bisa menghentikan langkah kita. Dengan hormat dan kekaguman, Lien Marlina Duta GCV Jawa Barat 🇮🇩",Non-Misogyny,,,,,,,,
1939721492456984912,"lelaki sejati itu tidak mencintai sejuta wanita, tetapi mencintai satu wanita dengan sejuta cara [USER] #GIAceler [URL]",Non-Misogyny,,,,,,,,
1939690044765438246,Tetap semangat 🦅🦅😍😍 Bersama CAHAYA ANANDY MART terus cipta kan ekosistem nyata bersama para Pioneer terkasih 😍🦅💪 Dengan GCV kita tetap bergandengan tangan bersama 😍🦅💪 Terus nyalahkan api 🔥 GCV di blokchain Abaikan para pecundang 😄 Karena mereka bukan pejuang sejati pinetwork dan GCV 😍🦅💪 Bersatu kita teguh 😍🦅💪 Bercerai kita runtuh 😍🦅💪 Wanita elang 🦅 Nonny Padja NTT 🇮🇩 [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER],Non-Misogyny,,,,,,,,
1939641582053130697,"""Lelaki sejati adalah ia yang tak pernah berharap menang atas seorang wanita, dia adalah lelaki yang melihat dibalik wanita ada jiwa anak kecil yang mudah menangis, yang selalu khawatir dan mencari kasih sayang""",Benevolent Misogyny,,,,,,,,
1939602435456274591,"Hidup itu bagaikan permainan ping pong dan domino, setiap tindakan yang kita lakukan memiliki dampak yang kembali kepada kita. Apa yang kita beri, itu yang kita terima. Menipu yaa ditipu, memberi yaa diberi, menjaga yaa dijaga, membantu yaa dibantu, menolong yaa ditolong, memusuhi yaa dimusuhi, mengalah yaa dikalahkan, menyayangi yaa disayangi, dan menjatuhkan yaa dijatuhkan. Semuanya berputar seperti roda kehidupan yang tak pernah berhenti. 💫 Namun, di balik setiap dinamika kehidupan, ada satu hal yang lebih berharga dari segalanya: kedamaian. Seorang pria mungkin bisa mendapatkan kesenangan di mana saja, tapi kedamaian adalah sesuatu yang langka. Jika kita memberi dia pikiran yang tenang, hati yang setia, dan alasan untuk bangkit, maka dia akan membangun kerajaan bersama kita...bukan hanya untuk semalam, tetapi untuk selamanya. 🏰💖 Pria sejati akan bertahan untuk kewarasan, dia akan membangun dengan kedamaian, loyalitas, dan kejelasan. Maka, jadilah wanita yang membawa ketenangan, bukan kekacauan. Ketenangan itu akan menuntun kita menuju kedamaian sejati. 🌸✨ #HidupSeimbang #Kedamaian #Loyalitas #BangunKerajaan #Ketenangan #KehidupanPenuhMakna #CintaSejati #PriaSejati #WanitaBijaksana #MembangunKedamaian #KehidupanBermakna",Benevolent Misogyny,,,,,,,,
